,chembl_id,uniprot_id,bioactivity_type,operator,value,units,smiles,dude_id
0,CHEMBL10,P00519,Residual Activity,=,72.0,%,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
1,CHEMBL10,P00519,Residual Activity,=,89.0,%,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
2,CHEMBL10,P00519,Kd,>,10000.0,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
3,CHEMBL10,P00519,Kd,>,10000.0,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
4,CHEMBL10,P00519,Kd,>,10000.0,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
5,CHEMBL10,P00519,Ki,>,3162.28,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
6,CHEMBL10,P00519,Kd,>,10000.0,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
7,CHEMBL10,P00519,Kd,>,10000.0,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
8,CHEMBL10,P00519,Kd,>,10000.0,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
9,CHEMBL10,P00519,Kd,>,10000.0,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
10,CHEMBL10,P00519,Kd,>,10000.0,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
11,CHEMBL10,P00519,Kd,>,10000.0,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
12,CHEMBL10,P00519,Kd,>,10000.0,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
13,CHEMBL10,P00519,Kd,=,3900.0,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
14,CHEMBL10,P00519,Kd,=,2600.0,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
15,CHEMBL10,P00519,Kd,>,10000.0,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
16,CHEMBL10,P00519,Kd,>,10000.0,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
17,CHEMBL10,P00519,Kd,>,10000.0,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
18,CHEMBL10,P00519,Kd,>,10000.0,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
19,CHEMBL10,P00519,Kd,>,10000.0,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
20,CHEMBL10,P00519,Kd,>,10000.0,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
21,CHEMBL10,P00519,Kd,>,10000.0,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
22,CHEMBL10,P00519,Kd,>,10000.0,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
23,CHEMBL10,P00519,Kd,>,10000.0,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
24,CHEMBL10,P00519,Kd,>,10000.0,nM,[nH]1c(c(nc1c1ccc([S+]([O-])C)cc1)c1ccc(cc1)F)c1ccncc1,abl1
25,CHEMBL101253,P00519,Inhibition,=,25.0,%,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
26,CHEMBL101253,P00519,Kd,>,10000.0,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
27,CHEMBL101253,P00519,Kd,>,10000.0,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
28,CHEMBL101253,P00519,Kd,>,10000.0,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
29,CHEMBL101253,P00519,Ki,>,1584.89,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
30,CHEMBL101253,P00519,Kd,>,10000.0,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
31,CHEMBL101253,P00519,Kd,>,10000.0,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
32,CHEMBL101253,P00519,Kd,>,10000.0,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
33,CHEMBL101253,P00519,Kd,>,10000.0,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
34,CHEMBL101253,P00519,Kd,>,10000.0,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
35,CHEMBL101253,P00519,Kd,>,10000.0,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
36,CHEMBL101253,P00519,Kd,>,10000.0,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
37,CHEMBL101253,P00519,Kd,>,10000.0,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
38,CHEMBL101253,P00519,Kd,>,10000.0,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
39,CHEMBL101253,P00519,Kd,>,10000.0,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
40,CHEMBL101253,P00519,Kd,>,10000.0,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
41,CHEMBL101253,P00519,Kd,>,10000.0,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
42,CHEMBL101253,P00519,Kd,>,10000.0,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
43,CHEMBL101253,P00519,Kd,>,10000.0,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
44,CHEMBL101253,P00519,Kd,>,10000.0,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
45,CHEMBL101253,P00519,Kd,>,10000.0,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
46,CHEMBL101253,P00519,Kd,>,10000.0,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
47,CHEMBL101253,P00519,Kd,>,10000.0,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
48,CHEMBL101253,P00519,Kd,>,10000.0,nM,Clc1ccc(Nc2nnc(c3c2cccc3)Cc2ccncc2)cc1,abl1
49,CHEMBL101311,P00519,Ki,=,199.53,nM,n1c(nccc1Nc1cc(ccc1Cl)Cl)Nc1ccc(OCC(CN(C)C)O)cc1,abl1
50,CHEMBL101683,P00519,Residual Activity,=,52.0,%,Clc1ccc(cc1)NC(=O)c1c(cccc1)NCc1ccncc1,abl1
51,CHEMBL101683,P00519,Residual Activity,=,81.0,%,Clc1ccc(cc1)NC(=O)c1c(cccc1)NCc1ccncc1,abl1
52,CHEMBL101804,P00519,Inhibition,=,4.47,%,O=C(Nc1n[nH]c2nc(ccc12)c1ccco1)C1CC1,abl1
53,CHEMBL101804,P00519,Inhibition,=,7.45,%,O=C(Nc1n[nH]c2nc(ccc12)c1ccco1)C1CC1,abl1
54,CHEMBL101804,P00519,Inhibition,=,3.94,%,O=C(Nc1n[nH]c2nc(ccc12)c1ccco1)C1CC1,abl1
55,CHEMBL101804,P00519,Inhibition,=,13.97,%,O=C(Nc1n[nH]c2nc(ccc12)c1ccco1)C1CC1,abl1
